Participant,Trial,Condition,Correctness,SerPos,Modality,RT1,RT2,RT3,SwitchCon,Switch,TypedTime,SpokenTime,SwitchTime,Prestime,SumRT,SumGlobRT,missing,SumPrestime,CLlocal,CLglobal,check,SP2,SP3,SP4,SP5,SPlinear,SPquad,Glob1,Glob2,Glob3,Local1,Local2,Local1retro,Local1pro,Local2retro,Local2pro
6,15,7,1,1,2,0.627,0.557,0.438,1,0,0.9773,0.7044,0.3233,2.1132,1.622,8.289,0,12.0313,0.767556313,0.688952981,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,1,0
6,15,7,1,2,1,0.845,0.815,0.697,2,1,0.9773,0.7044,0.3233,3.2552,2.357,8.289,0,12.0313,0.724072254,0.688952981,0,1,0,0,0,-0.316,-0.267,0,0,1,0,1,0,0,0,0
6,15,7,0,3,2,0.539,0.388,0.422,1,1,0.9773,0.7044,0.3233,2.4365,1.349,8.289,0,12.0313,0.553663041,0.688952981,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,1
6,15,7,0,4,2,0.616,0.53,0.465,3,0,0.9773,0.7044,0.3233,2.1132,1.611,8.289,0,12.0313,0.762350937,0.688952981,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
6,15,7,1,5,2,0.555,0.411,0.384,3,0,0.9773,0.7044,0.3233,2.1132,1.35,8.289,0,12.0313,0.638841567,0.688952981,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
6,16,11,1,1,1,0.754,0.559,0.596,2,0,0.9773,0.7044,0.3233,2.9319,1.909,10.079,0,14.6595,0.651113612,0.687540503,0,0,0,0,0,-0.632,0.535,1,0,0,0,0,0,0,0,0
6,16,11,1,2,1,0.834,0.948,0.753,4,0,0.9773,0.7044,0.3233,2.9319,2.535,10.079,0,14.6595,0.864627034,0.687540503,0,1,0,0,0,-0.316,-0.267,1,0,0,0,0,0,0,0,0
6,16,11,1,3,1,0.524,0.562,0.521,4,0,0.9773,0.7044,0.3233,2.9319,1.607,10.079,0,14.6595,0.548108735,0.687540503,0,0,1,0,0,0,-0.535,1,0,0,0,0,0,0,0,0
6,16,11,1,4,1,0.641,0.717,0.697,4,0,0.9773,0.7044,0.3233,2.9319,2.055,10.079,0,14.6595,0.700910672,0.687540503,0,0,0,1,0,0.316,-0.267,1,0,0,0,0,0,0,0,0
6,16,11,1,5,1,0.53,0.877,0.566,4,0,0.9773,0.7044,0.3233,2.9319,1.973,10.079,0,14.6595,0.672942461,0.687540503,0,0,0,0,1,0.632,0.535,1,0,0,0,0,0,0,0,0
6,17,12,1,1,2,0.635,0.64,0.57,1,0,0.9773,0.7044,0.3233,2.1132,1.845,8.192,0,10.566,0.873083475,0.775317055,0,0,0,0,0,-0.632,0.535,0,0,0,0,0,0,0,0,0
6,17,12,1,2,2,0.459,0.43,0.344,3,0,0.9773,0.7044,0.3233,2.1132,1.233,8.192,0,10.566,0.583475298,0.775317055,0,1,0,0,0,-0.316,-0.267,0,0,0,0,0,0,0,0,0
6,17,12,1,3,2,0.542,0.525,0.435,3,0,0.9773,0.7044,0.3233,2.1132,1.502,8.192,0,10.566,0.710770396,0.775317055,0,0,1,0,0,0,-0.535,0,0,0,0,0,0,0,0,0
6,17,12,0,4,2,0.595,0.671,0.448,3,0,0.9773,0.7044,0.3233,2.1132,1.714,8.192,0,10.566,0.811092182,0.775317055,0,0,0,1,0,0.316,-0.267,0,0,0,0,0,0,0,0,0
6,17,12,0,5,2,0.644,0.67,0.584,3,0,0.9773,0.7044,0.3233,2.1132,1.898,8.192,0,10.566,0.898163922,0.775317055,0,0,0,0,1,0.632,0.535,0,0,0,0,0,0,0,0,0
6,18,9,1,1,2,0.55,0.736,0.517,3,0,0.9773,0.7044,0.3233,2.1132,1.803,8.72,0,12.0313,0.853208404,0.724776209,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
6,18,9,1,2,2,0.606,0.514,0.461,3,0,0.9773,0.7044,0.3233,2.1132,1.581,8.72,0,12.0313,0.748154458,0.724776209,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,0
6,18,9,1,3,2,0.734,0.612,0.499,3,0,0.9773,0.7044,0.3233,2.1132,1.845,8.72,0,12.0313,0.873083475,0.724776209,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,1,0
6,18,9,1,4,1,0.977,0.68,0.485,2,1,0.9773,0.7044,0.3233,3.2552,2.142,8.72,0,12.0313,0.658024085,0.724776209,0,0,0,1,0,0.316,-0.267,0,0,1,0,1,0,0,0,0
6,18,9,1,5,2,0.518,0.361,0.47,1,1,0.9773,0.7044,0.3233,2.4365,1.349,8.72,0,12.0313,0.553663041,0.724776209,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,1
6,19,1,1,1,2,0.512,0.471,0.389,3,0,0.9773,0.7044,0.3233,2.1132,1.372,9.131,0,14.1641,0.649252319,0.644657973,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
6,19,1,1,2,1,0.887,0.639,0.483,2,1,0.9773,0.7044,0.3233,3.2552,2.009,9.131,0,14.1641,0.61716638,0.644657973,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
6,19,1,1,3,1,0.756,0.977,0.06,4,0,0.9773,0.7044,0.3233,2.9319,1.793,9.131,0,14.1641,0.611548825,0.644657973,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
6,19,1,1,4,1,0.759,0.719,0.563,4,0,0.9773,0.7044,0.3233,2.9319,2.041,9.131,0,14.1641,0.696135612,0.644657973,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
6,19,1,0,5,1,0.589,0.51,0.817,4,0,0.9773,0.7044,0.3233,2.9319,1.916,9.131,0,14.1641,0.653501143,0.644657973,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,20,3,1,1,1,0.599,0.598,0.596,4,0,0.9773,0.7044,0.3233,2.9319,1.793,9.84375,1,14.4874,0.611548825,0.679469746,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,20,3,1,2,1,0.523,0.522,0.52,4,0,0.9773,0.7044,0.3233,2.9319,1.565,9.84375,1,14.4874,0.533783553,0.679469746,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,1,0,0,0
6,20,3,0,3,2, , , ,1,1,0.9773,0.7044,0.3233,2.4365, ,9.84375,1,14.4874, ,0.679469746,0,0,1,0,0,0,-0.535,1,1,0,1,0,0,0,0,0
6,20,3,1,4,1,0.718,0.915,0.798,2,1,0.9773,0.7044,0.3233,3.2552,2.431,9.84375,1,14.4874,0.746805112,0.679469746,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,1,0,0
6,20,3,1,5,1,0.708,0.768,0.61,4,0,0.9773,0.7044,0.3233,2.9319,2.086,9.84375,1,14.4874,0.711484021,0.679469746,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,21,1,0,1,2,0.515,0.54,0.466,1,0,0.9773,0.7044,0.3233,2.1132,1.521,10.272,0,14.1641,0.719761499,0.725213745,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
6,21,1,0,2,1,0.732,0.715,0.977,2,1,0.9773,0.7044,0.3233,3.2552,2.424,10.272,0,14.1641,0.744654706,0.725213745,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
6,21,1,1,3,1,0.566,0.758,0.977,4,0,0.9773,0.7044,0.3233,2.9319,2.301,10.272,0,14.1641,0.784815307,0.725213745,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
6,21,1,1,4,1,0.609,0.607,0.568,4,0,0.9773,0.7044,0.3233,2.9319,1.784,10.272,0,14.1641,0.608479143,0.725213745,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
6,21,1,0,5,1,0.748,0.977,0.517,4,0,0.9773,0.7044,0.3233,2.9319,2.242,10.272,0,14.1641,0.764691838,0.725213745,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,22,11,1,1,1,0.483,0.52,0.596,4,0,0.9773,0.7044,0.3233,2.9319,1.599,8.82,0,14.6595,0.545380129,0.601657628,0,0,0,0,0,-0.632,0.535,1,0,0,0,0,0,0,0,0
6,22,11,1,2,1,0.832,0.637,0.52,4,0,0.9773,0.7044,0.3233,2.9319,1.989,8.82,0,14.6595,0.678399673,0.601657628,0,1,0,0,0,-0.316,-0.267,1,0,0,0,0,0,0,0,0
6,22,11,1,3,1,0.601,0.483,0.598,4,0,0.9773,0.7044,0.3233,2.9319,1.682,8.82,0,14.6595,0.573689416,0.601657628,0,0,1,0,0,0,-0.535,1,0,0,0,0,0,0,0,0
6,22,11,1,4,1,0.524,0.522,0.559,4,0,0.9773,0.7044,0.3233,2.9319,1.605,8.82,0,14.6595,0.547426583,0.601657628,0,0,0,1,0,0.316,-0.267,1,0,0,0,0,0,0,0,0
6,22,11,1,5,1,0.624,0.623,0.698,4,0,0.9773,0.7044,0.3233,2.9319,1.945,8.82,0,14.6595,0.663392339,0.601657628,0,0,0,0,1,0.632,0.535,1,0,0,0,0,0,0,0,0
6,23,2,1,1,1,0.522,0.481,0.48,4,0,0.9773,0.7044,0.3233,2.9319,1.483,8.518,0,14.4874,0.505815342,0.587959192,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,1,0,0,0
6,23,2,1,2,2, ,0.662,0.685,1,1,0.9773,0.7044,0.3233,2.4365,1.347,8.518,0,14.4874,0.552842192,0.587959192,0,1,0,0,0,-0.316,-0.267,1,1,0,1,0,0,0,0,0
6,23,2,1,3,1,0.677,0.977,0.044,2,1,0.9773,0.7044,0.3233,3.2552,1.698,8.518,0,14.4874,0.521626935,0.587959192,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,1,0,0
6,23,2,1,4,1,0.859,0.844,0.573,4,0,0.9773,0.7044,0.3233,2.9319,2.276,8.518,0,14.4874,0.776288414,0.587959192,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
6,23,2,1,5,1,0.56,0.597,0.557,4,0,0.9773,0.7044,0.3233,2.9319,1.714,8.518,0,14.4874,0.584603841,0.587959192,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,24,2,1,1,1,0.792,0.714,0.674,4,0,0.9773,0.7044,0.3233,2.9319,2.18,8.372,0,14.4874,0.743545141,0.577881469,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,1,0,0,0
6,24,2,1,2,2, ,0.578,0.519,1,1,0.9773,0.7044,0.3233,2.4365,1.097,8.372,0,14.4874,0.450235994,0.577881469,0,1,0,0,0,-0.316,-0.267,1,1,0,1,0,0,0,0,0
6,24,2,1,3,1,0.664,0.492,0.529,2,1,0.9773,0.7044,0.3233,3.2552,1.685,8.372,0,14.4874,0.517633325,0.577881469,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,1,0,0
6,24,2,1,4,1,0.494,0.647,0.684,4,0,0.9773,0.7044,0.3233,2.9319,1.825,8.372,0,14.4874,0.622463249,0.577881469,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
6,24,2,1,5,1,0.633,0.554,0.398,4,0,0.9773,0.7044,0.3233,2.9319,1.585,8.372,0,14.4874,0.540605068,0.577881469,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,25,3,1,1,1,0.571,0.531,0.568,4,0,0.9773,0.7044,0.3233,2.9319,1.67,9.412,0,14.4874,0.569596507,0.649667987,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,25,3,1,2,1,0.571,0.647,0.607,4,0,0.9773,0.7044,0.3233,2.9319,1.825,9.412,0,14.4874,0.622463249,0.649667987,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,1,0,0,0
6,25,3,0,3,2,0.714,0.649,0.626,1,1,0.9773,0.7044,0.3233,2.4365,1.989,9.412,0,14.4874,0.816334907,0.649667987,0,0,1,0,0,0,-0.535,1,1,0,1,0,0,0,0,0
6,25,3,0,4,1,0.573,0.977,0.712,2,1,0.9773,0.7044,0.3233,3.2552,2.262,9.412,0,14.4874,0.694888179,0.649667987,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,1,0,0
6,25,3,1,5,1,0.621,0.504,0.541,4,0,0.9773,0.7044,0.3233,2.9319,1.666,9.412,0,14.4874,0.568232204,0.649667987,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,26,10,0,1,2,0.639,0.696,0.608,1,0,0.9773,0.7044,0.3233,2.1132,1.943,9.083,0,11.708,0.919458641,0.775794329,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
6,26,10,1,2,2,0.561,0.692,0.574,3,0,0.9773,0.7044,0.3233,2.1132,1.827,9.083,0,11.708,0.864565588,0.775794329,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,0
6,26,10,1,3,2,0.543,0.632,0.454,3,0,0.9773,0.7044,0.3233,2.1132,1.629,9.083,0,11.708,0.770868825,0.775794329,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
6,26,10,1,4,2,0.539,0.426,0.352,3,0,0.9773,0.7044,0.3233,2.1132,1.317,9.083,0,11.708,0.62322544,0.775794329,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,1,0
6,26,10,1,5,1,0.968,0.681,0.718,2,1,0.9773,0.7044,0.3233,3.2552,2.367,9.083,0,11.708,0.727144261,0.775794329,0,0,0,0,1,0.632,0.535,0,0,1,0,1,0,0,0,0
6,27,1,1,1,2,0.732,0.558,0.416,1,0,0.9773,0.7044,0.3233,2.1132,1.706,9.281,0,14.1641,0.807306455,0.655248127,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
6,27,1,1,2,1,0.886,0.598,0.519,2,1,0.9773,0.7044,0.3233,3.2552,2.003,9.281,0,14.1641,0.615323175,0.655248127,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
6,27,1,1,3,1,0.662,0.544,0.504,4,0,0.9773,0.7044,0.3233,2.9319,1.71,9.281,0,14.1641,0.583239538,0.655248127,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
6,27,1,1,4,1,0.469,0.583,0.581,4,0,0.9773,0.7044,0.3233,2.9319,1.633,9.281,0,14.1641,0.556976705,0.655248127,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
6,27,1,1,5,1,0.53,0.722,0.977,4,0,0.9773,0.7044,0.3233,2.9319,2.229,9.281,0,14.1641,0.760257853,0.655248127,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,28,3,1,1,1,0.561,0.521,0.519,4,0,0.9773,0.7044,0.3233,2.9319,1.601,9.314,0,14.4874,0.54606228,0.642903489,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,28,3,1,2,1,0.677,0.521,0.713,4,0,0.9773,0.7044,0.3233,2.9319,1.911,9.314,0,14.4874,0.651795764,0.642903489,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,1,0,0,0
6,28,3,1,3,2,0.634,0.73,0.495,1,1,0.9773,0.7044,0.3233,2.4365,1.859,9.314,0,14.4874,0.762979684,0.642903489,0,0,1,0,0,0,-0.535,1,1,0,1,0,0,0,0,0
6,28,3,1,4,1,0.756,0.546,0.544,2,1,0.9773,0.7044,0.3233,3.2552,1.846,9.314,0,14.4874,0.567092652,0.642903489,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,1,0,0
6,28,3,1,5,1,0.649,0.841,0.607,4,0,0.9773,0.7044,0.3233,2.9319,2.097,9.314,0,14.4874,0.715235854,0.642903489,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,29,6,0,1,1,0.561,0.559,0.48,4,0,0.9773,0.7044,0.3233,2.9319,1.6,9.043,0,11.708,0.545721205,0.772377861,0,0,0,0,0,-0.632,0.535,0,0,1,0,1,0,0,0,0
6,29,6,1,2,2,0.566,0.568,0.639,1,1,0.9773,0.7044,0.3233,2.4365,1.773,9.043,0,11.708,0.727683152,0.772377861,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,1
6,29,6,0,3,2,0.678,0.713,0.614,3,0,0.9773,0.7044,0.3233,2.1132,2.005,9.043,0,11.708,0.948798031,0.772377861,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
6,29,6,0,4,2,0.831,0.597,0.553,3,0,0.9773,0.7044,0.3233,2.1132,1.981,9.043,0,11.708,0.937440848,0.772377861,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
6,29,6,1,5,2,0.712,0.561,0.411,3,0,0.9773,0.7044,0.3233,2.1132,1.684,9.043,0,11.708,0.796895703,0.772377861,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
6,30,5,1,1,1,0.677,0.598,0.481,2,0,0.9773,0.7044,0.3233,2.9319,1.756,9.056,0,14.1641,0.598929022,0.639362896,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,30,5,0,2,1,0.6,0.599,0.559,4,0,0.9773,0.7044,0.3233,2.9319,1.758,9.056,0,14.1641,0.599611174,0.639362896,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,0,0,0
6,30,5,0,3,1,0.561,0.637,0.79,4,0,0.9773,0.7044,0.3233,2.9319,1.988,9.056,0,14.1641,0.678058597,0.639362896,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
6,30,5,1,4,1,0.446,0.521,0.674,4,0,0.9773,0.7044,0.3233,2.9319,1.641,9.056,0,14.1641,0.559705311,0.639362896,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,1,0,0,0
6,30,5,1,5,2,0.711,0.577,0.625,1,1,0.9773,0.7044,0.3233,2.4365,1.913,9.056,0,14.1641,0.785142623,0.639362896,0,0,0,0,1,0.632,0.535,1,1,0,1,0,0,0,0,0
6,31,4,1,1,1,0.638,0.52,0.519,2,0,0.9773,0.7044,0.3233,2.9319,1.677,9.56375,1,14.4874,0.571984038,0.660142607,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,31,4,1,2,1,0.638,0.977,0.654,4,0,0.9773,0.7044,0.3233,2.9319,2.269,9.56375,1,14.4874,0.773900883,0.660142607,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,0,0,0
6,31,4,1,3,1,0.464,0.617,0.538,4,0,0.9773,0.7044,0.3233,2.9319,1.619,9.56375,1,14.4874,0.552201644,0.660142607,0,0,1,0,0,0,-0.535,1,1,0,0,0,1,0,0,0
6,31,4,0,4,2, , , ,1,1,0.9773,0.7044,0.3233,2.4365, ,9.56375,1,14.4874, ,0.660142607,0,0,0,1,0,0.316,-0.267,1,1,0,1,0,0,0,0,0
6,31,4,1,5,1,0.682,0.703,0.701,2,1,0.9773,0.7044,0.3233,3.2552,2.086,9.56375,1,14.4874,0.640820841,0.660142607,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,1,0,0
6,32,3,1,1,1,0.677,0.443,0.712,4,0,0.9773,0.7044,0.3233,2.9319,1.832,8.603,0,14.4874,0.624850779,0.593826359,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,32,3,1,2,1,0.87,0.482,0.673,4,0,0.9773,0.7044,0.3233,2.9319,2.025,8.603,0,14.4874,0.6906784,0.593826359,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,1,0,0,0
6,32,3,1,3,2, ,0.734, ,1,1,0.9773,0.7044,0.3233,2.4365,0.734,8.603,0,14.4874,0.301251796,0.593826359,0,0,1,0,0,0,-0.535,1,1,0,1,0,0,0,0,0
6,32,3,1,4,1,0.678,0.623,0.621,2,1,0.9773,0.7044,0.3233,3.2552,1.922,8.603,0,14.4874,0.590439912,0.593826359,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,1,0,0
6,32,3,1,5,1,0.724,0.632,0.734,4,0,0.9773,0.7044,0.3233,2.9319,2.09,8.603,0,14.4874,0.712848324,0.593826359,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
6,33,8,1,1,2,0.578,0.581,0.399,1,0,0.9773,0.7044,0.3233,2.1132,1.558,8.397,0,12.0313,0.73727049,0.697929567,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
6,33,8,0,2,2,0.55,0.468,0.548,3,0,0.9773,0.7044,0.3233,2.1132,1.566,8.397,0,12.0313,0.741056218,0.697929567,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,1,0
6,33,8,0,3,1,0.71,0.654,0.769,2,1,0.9773,0.7044,0.3233,3.2552,2.133,8.397,0,12.0313,0.655259277,0.697929567,0,0,1,0,0,0,-0.535,0,0,1,0,1,0,0,0,0
6,33,8,0,4,2,0.711,0.629,0.469,1,1,0.9773,0.7044,0.3233,2.4365,1.809,8.397,0,12.0313,0.742458444,0.697929567,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,1
6,33,8,0,5,2,0.503,0.424,0.404,3,0,0.9773,0.7044,0.3233,2.1132,1.331,8.397,0,12.0313,0.629850464,0.697929567,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
6,34,9,1,1,2,0.524,0.463, ,3,0,0.9773,0.7044,0.3233,2.1132,0.987,6.681,0,12.0313,0.467064168,0.555301588,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
6,34,9,1,2,2, ,0.235, ,3,0,0.9773,0.7044,0.3233,2.1132,0.235,6.681,0,12.0313,0.111205754,0.555301588,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,0
6,34,9,1,3,2,0.634,0.479,0.435,3,0,0.9773,0.7044,0.3233,2.1132,1.548,6.681,0,12.0313,0.73253833,0.555301588,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,1,0
6,34,9,1,4,1,0.617,0.677,0.791,2,1,0.9773,0.7044,0.3233,3.2552,2.085,6.681,0,12.0313,0.64051364,0.555301588,0,0,0,1,0,0.316,-0.267,0,0,1,0,1,0,0,0,0
6,34,9,1,5,2,0.729,0.476,0.621,1,1,0.9773,0.7044,0.3233,2.4365,1.826,6.681,0,12.0313,0.749435666,0.555301588,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,1
6,35,6,1,1,1,0.715,0.482,0.519,2,0,0.9773,0.7044,0.3233,2.9319,1.716,7.54,0,11.708,0.585285992,0.6440041,0,0,0,0,0,-0.632,0.535,0,0,1,0,1,0,0,0,0
6,35,6,0,2,2, ,0.61,0.664,1,1,0.9773,0.7044,0.3233,2.4365,1.274,7.54,0,11.708,0.522881182,0.6440041,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,1
6,35,6,0,3,2,0.477,0.737,0.46,3,0,0.9773,0.7044,0.3233,2.1132,1.674,7.54,0,11.708,0.792163543,0.6440041,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
6,35,6,0,4,2,0.536,0.547, ,3,0,0.9773,0.7044,0.3233,2.1132,1.083,7.54,0,11.708,0.512492902,0.6440041,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
6,35,6,1,5,2,0.644,0.541,0.608,3,0,0.9773,0.7044,0.3233,2.1132,1.793,7.54,0,11.708,0.848476245,0.6440041,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
6,36,5,1,1,1,0.561,0.482,0.502,2,0,0.9773,0.7044,0.3233,2.9319,1.545,9.072,0,14.1641,0.526962038,0.640492513,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,36,5,1,2,1,0.505,0.62,0.542,4,0,0.9773,0.7044,0.3233,2.9319,1.667,9.072,0,14.1641,0.56857328,0.640492513,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,0,0,0
6,36,5,1,3,1,0.623,0.892,0.736,4,0,0.9773,0.7044,0.3233,2.9319,2.251,9.072,0,14.1641,0.76776152,0.640492513,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
6,36,5,1,4,1,0.662,0.622,0.466,4,0,0.9773,0.7044,0.3233,2.9319,1.75,9.072,0,14.1641,0.596882568,0.640492513,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,1,0,0,0
6,36,5,1,5,2,0.684,0.616,0.559,1,1,0.9773,0.7044,0.3233,2.4365,1.859,9.072,0,14.1641,0.762979684,0.640492513,0,0,0,0,1,0.632,0.535,1,1,0,1,0,0,0,0,0
6,37,4,0,1,1,0.572,0.977,0.977,2,0,0.9773,0.7044,0.3233,2.9319,2.526,9.917,0,14.4874,0.861557352,0.684525864,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
6,37,4,0,2,1,0.741,0.661,0.465,4,0,0.9773,0.7044,0.3233,2.9319,1.867,9.917,0,14.4874,0.636788431,0.684525864,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,0,0,0
6,37,4,0,3,1,0.62,0.977,0.815,4,0,0.9773,0.7044,0.3233,2.9319,2.412,9.917,0,14.4874,0.822674716,0.684525864,0,0,1,0,0,0,-0.535,1,1,0,0,0,1,0,0,0
6,37,4,0,4,2, ,0.617,0.566,1,1,0.9773,0.7044,0.3233,2.4365,1.183,9.917,0,14.4874,0.485532526,0.684525864,0,0,0,1,0,0.316,-0.267,1,1,0,1,0,0,0,0,0
6,37,4,1,5,1,0.977,0.438,0.514,2,1,0.9773,0.7044,0.3233,3.2552,1.929,9.917,0,14.4874,0.592590317,0.684525864,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,1,0,0
6,38,10,1,1,2,0.624,0.734,0.637,1,0,0.9773,0.7044,0.3233,2.1132,1.995,8.106,0,11.708,0.944065872,0.692347113,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
6,38,10,1,2,2,0.732,0.599,0.48,3,0,0.9773,0.7044,0.3233,2.1132,1.811,8.106,0,11.708,0.856994132,0.692347113,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,0
6,38,10,0,3,2,0.44,0.381,0.41,3,0,0.9773,0.7044,0.3233,2.1132,1.231,8.106,0,11.708,0.582528866,0.692347113,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
6,38,10,0,4,2,0.576,0.431,0.356,3,0,0.9773,0.7044,0.3233,2.1132,1.363,8.106,0,11.708,0.644993375,0.692347113,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,1,0
6,38,10,0,5,1,0.812,0.448,0.446,2,1,0.9773,0.7044,0.3233,3.2552,1.706,8.106,0,11.708,0.524084542,0.692347113,0,0,0,0,1,0.632,0.535,0,0,1,0,1,0,0,0,0
6,39,1,1,1,2,0.551,0.386,0.569,1,0,0.9773,0.7044,0.3233,2.1132,1.506,8.491,0,14.1641,0.71266326,0.599473316,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
6,39,1,1,2,1,0.848,0.483,0.713,2,1,0.9773,0.7044,0.3233,3.2552,2.044,8.491,0,14.1641,0.627918407,0.599473316,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
6,39,1,0,3,1,0.716,0.56,0.58,4,0,0.9773,0.7044,0.3233,2.9319,1.856,8.491,0,14.1641,0.633036597,0.599473316,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
6,39,1,0,4,1,0.977,0.044,0.507,4,0,0.9773,0.7044,0.3233,2.9319,1.528,8.491,0,14.1641,0.52116375,0.599473316,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
