Participant,Trial,Condition,Correctness,SerPos,Modality,RT1,RT2,RT3,SwitchCon,Switch,TypedTime,SpokenTime,SwitchTime,Prestime,SumRT,SumGlobRT,missing,SumPrestime,CLlocal,CLglobal,check,SP2,SP3,SP4,SP5,SPlinear,SPquad,Glob1,Glob2,Glob3,Local1,Local2,Local1retro,Local1pro,Local2retro,Local2pro
27,7,4,0,3,1,0.687,0.571,0.533,4,0,0.9747,0.6636,0.355,2.9241,1.791,9.25,0,14.3972,0.612496153,0.642486039,0,0,1,0,0,0,-0.535,1,1,0,0,0,1,0,0,0
27,7,4,1,4,2,0.684,0.579,0.527,1,1,0.9747,0.6636,0.355,2.3458,1.79,9.25,0,14.3972,0.763065905,0.642486039,0,0,0,1,0,0.316,-0.267,1,1,0,1,0,0,0,0,0
27,7,4,0,5,1,0.871,0.671,0.594,2,1,0.9747,0.6636,0.355,3.2791,2.136,9.25,0,14.3972,0.65139825,0.642486039,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,1,0,0
27,8,1,1,1,2,0.715,0.539,0.44,1,0,0.9747,0.6636,0.355,1.9908,1.694,9.853,0,14.0422,0.850914205,0.701670678,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
27,8,1,1,2,1,0.975,0.526,0.565,2,1,0.9747,0.6636,0.355,3.2791,2.066,9.853,0,14.0422,0.630050929,0.701670678,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
27,8,1,1,3,1,0.724,0.492,0.647,4,0,0.9747,0.6636,0.355,2.9241,1.863,9.853,0,14.0422,0.637119114,0.701670678,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
27,8,1,0,4,1,0.768,0.73,0.575,4,0,0.9747,0.6636,0.355,2.9241,2.073,9.853,0,14.0422,0.708936083,0.701670678,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
27,8,1,1,5,1,0.951,0.642,0.564,4,0,0.9747,0.6636,0.355,2.9241,2.157,9.853,0,14.0422,0.737662871,0.701670678,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
27,9,2,1,1,1,0.714,0.521,0.522,4,0,0.9747,0.6636,0.355,2.9241,1.757,9.172,0,14.3972,0.600868643,0.637068319,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,1,0,0,0
27,9,2,1,2,2,0.687,0.685, ,1,1,0.9747,0.6636,0.355,2.3458,1.372,9.172,0,14.3972,0.584875096,0.637068319,0,1,0,0,0,-0.316,-0.267,1,1,0,1,0,0,0,0,0
27,9,2,1,3,1,0.937,0.622,0.506,2,1,0.9747,0.6636,0.355,3.2791,2.065,9.172,0,14.3972,0.629745967,0.637068319,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,1,0,0
27,9,2,1,4,1,0.975,0.576,0.538,4,0,0.9747,0.6636,0.355,2.9241,2.089,9.172,0,14.3972,0.714407852,0.637068319,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
27,9,2,1,5,1,0.836,0.526,0.527,4,0,0.9747,0.6636,0.355,2.9241,1.889,9.172,0,14.3972,0.646010738,0.637068319,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
27,10,8,1,1,2,0.689,0.607,0.373,1,0,0.9747,0.6636,0.355,1.9908,1.669,7.789,0,11.5973,0.83835644,0.671621843,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
27,10,8,1,2,2,0.681,0.498,0.325,3,0,0.9747,0.6636,0.355,1.9908,1.504,7.789,0,11.5973,0.755475186,0.671621843,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,1,0
27,10,8,1,3,1,0.887,0.571,0.648,2,1,0.9747,0.6636,0.355,3.2791,2.106,7.789,0,11.5973,0.642249398,0.671621843,0,0,1,0,0,0,-0.535,0,0,1,0,1,0,0,0,0
27,10,8,0,4,2, ,0.404,0.49,1,1,0.9747,0.6636,0.355,2.3458,0.894,7.789,0,11.5973,0.381106659,0.671621843,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,1
27,10,8,0,5,2,0.839,0.777, ,3,0,0.9747,0.6636,0.355,1.9908,1.616,7.789,0,11.5973,0.811733976,0.671621843,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,11,1,1,1,2,0.684,0.693,0.49,3,0,0.9747,0.6636,0.355,1.9908,1.867,9.501,0,14.0422,0.937813944,0.676603381,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
27,11,1,1,2,1,0.877,0.599,0.6,2,1,0.9747,0.6636,0.355,3.2791,2.076,9.501,0,14.0422,0.633100546,0.676603381,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
27,11,1,1,3,1,0.682,0.527,0.605,4,0,0.9747,0.6636,0.355,2.9241,1.814,9.501,0,14.0422,0.620361821,0.676603381,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
27,11,1,1,4,1,0.648,0.494,0.572,4,0,0.9747,0.6636,0.355,2.9241,1.714,9.501,0,14.0422,0.586163264,0.676603381,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
27,11,1,1,5,1,0.869,0.561,0.6,4,0,0.9747,0.6636,0.355,2.9241,2.03,9.501,0,14.0422,0.694230703,0.676603381,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
27,12,9,1,1,2,0.798,0.686,0.569,1,0,0.9747,0.6636,0.355,1.9908,2.053,8.821,0,11.5973,1.031243721,0.760608073,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
27,12,9,1,2,2,0.684,0.686,0.469,3,0,0.9747,0.6636,0.355,1.9908,1.839,8.821,0,11.5973,0.923749247,0.760608073,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,0
27,12,9,0,3,2,0.686,0.609,0.381,3,0,0.9747,0.6636,0.355,1.9908,1.676,8.821,0,11.5973,0.841872614,0.760608073,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,1,0
27,12,9,0,4,1,0.975,0.11,0.574,2,1,0.9747,0.6636,0.355,3.2791,1.659,8.821,0,11.5973,0.505931506,0.760608073,0,0,0,1,0,0.316,-0.267,0,0,1,0,1,0,0,0,0
27,12,9,0,5,2,0.688,0.437,0.469,1,1,0.9747,0.6636,0.355,2.3458,1.594,8.821,0,11.5973,0.67951232,0.760608073,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,1
27,13,8,1,1,2,0.898,0.691,0.594,3,0,0.9747,0.6636,0.355,1.9908,2.183,8.407,0,11.5973,1.096544103,0.724910108,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
27,13,8,1,2,2,0.617,0.559,0.382,3,0,0.9747,0.6636,0.355,1.9908,1.558,8.407,0,11.5973,0.78259996,0.724910108,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,1,0
27,13,8,1,3,1,0.859,0.659,0.582,2,1,0.9747,0.6636,0.355,3.2791,2.1,8.407,0,11.5973,0.640419627,0.724910108,0,0,1,0,0,0,-0.535,0,0,1,0,1,0,0,0,0
27,13,8,0,4,2, ,0.522,0.415,1,1,0.9747,0.6636,0.355,2.3458,0.937,8.407,0,11.5973,0.399437292,0.724910108,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,1
27,13,8,0,5,2,0.9,0.729, ,3,0,0.9747,0.6636,0.355,1.9908,1.629,8.407,0,11.5973,0.818264014,0.724910108,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,14,5,1,1,1,0.792,0.56,0.676,2,0,0.9747,0.6636,0.355,2.9241,2.028,8.332,0,14.0422,0.693546732,0.593354318,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
27,14,5,1,2,1,0.705,0.511,0.589,4,0,0.9747,0.6636,0.355,2.9241,1.805,8.332,0,14.0422,0.617283951,0.593354318,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,0,0,0
27,14,5,1,3,1,0.748,0.499,0.538,4,0,0.9747,0.6636,0.355,2.9241,1.785,8.332,0,14.0422,0.610444239,0.593354318,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
27,14,5,0,4,1,0.62,0.504,0.491,4,0,0.9747,0.6636,0.355,2.9241,1.615,8.332,0,14.0422,0.552306693,0.593354318,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,1,0,0,0
27,14,5,0,5,2, ,0.527,0.572,1,1,0.9747,0.6636,0.355,2.3458,1.099,8.332,0,14.0422,0.468496888,0.593354318,0,0,0,0,1,0.632,0.535,1,1,0,1,0,0,0,0,0
27,15,1,1,1,2,0.673,0.666,0.603,3,0,0.9747,0.6636,0.355,1.9908,1.942,9.435,0,14.0422,0.975487241,0.671903263,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
27,15,1,1,2,1,0.916,0.583,0.568,2,1,0.9747,0.6636,0.355,3.2791,2.067,9.435,0,14.0422,0.63035589,0.671903263,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
27,15,1,1,3,1,0.728,0.612,0.535,4,0,0.9747,0.6636,0.355,2.9241,1.875,9.435,0,14.0422,0.64122294,0.671903263,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
27,15,1,1,4,1,0.579,0.541,0.616,4,0,0.9747,0.6636,0.355,2.9241,1.736,9.435,0,14.0422,0.593686946,0.671903263,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
27,15,1,0,5,1,0.682,0.605,0.528,4,0,0.9747,0.6636,0.355,2.9241,1.815,9.435,0,14.0422,0.620703806,0.671903263,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
27,16,2,1,1,1,0.947,0.599,0.6,4,0,0.9747,0.6636,0.355,2.9241,2.146,9.062,0,14.3972,0.733901029,0.629427944,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,1,0,0,0
27,16,2,1,2,2, ,0.657,0.517,1,1,0.9747,0.6636,0.355,2.3458,1.174,9.062,0,14.3972,0.500468923,0.629427944,0,1,0,0,0,-0.316,-0.267,1,1,0,1,0,0,0,0,0
27,16,2,1,3,1,0.683,0.637,0.521,2,1,0.9747,0.6636,0.355,3.2791,1.841,9.062,0,14.3972,0.56143454,0.629427944,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,1,0,0
27,16,2,0,4,1,0.642,0.527,0.527,4,0,0.9747,0.6636,0.355,2.9241,1.696,9.062,0,14.3972,0.580007524,0.629427944,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
27,16,2,0,5,1,0.863,0.671,0.671,4,0,0.9747,0.6636,0.355,2.9241,2.205,9.062,0,14.3972,0.754078178,0.629427944,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
27,17,1,1,1,2,0.705,0.649,0.447,1,0,0.9747,0.6636,0.355,1.9908,1.801,9.884,0,14.0422,0.904661443,0.70387831,0,0,0,0,0,-0.632,0.535,1,1,0,1,0,0,0,0,0
27,17,1,1,2,1,0.975,0.913,0.499,2,1,0.9747,0.6636,0.355,3.2791,2.387,9.884,0,14.0422,0.727943643,0.70387831,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,1,0,0
27,17,1,1,3,1,0.774,0.542,0.542,4,0,0.9747,0.6636,0.355,2.9241,1.858,9.884,0,14.0422,0.635409186,0.70387831,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
27,17,1,1,4,1,0.878,0.608,0.531,4,0,0.9747,0.6636,0.355,2.9241,2.017,9.884,0,14.0422,0.689784891,0.70387831,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,0,0,0,0
27,17,1,1,5,1,0.674,0.593,0.554,4,0,0.9747,0.6636,0.355,2.9241,1.821,9.884,0,14.0422,0.62275572,0.70387831,0,0,0,0,1,0.632,0.535,1,1,0,0,0,0,0,0,0
27,18,7,1,1,2,0.523,0.458,0.51,1,0,0.9747,0.6636,0.355,1.9908,1.491,7.857,0,11.5973,0.748945148,0.677485277,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,1,0
27,18,7,1,2,1,0.877,0.637,0.715,2,1,0.9747,0.6636,0.355,3.2791,2.229,7.857,0,11.5973,0.67975969,0.677485277,0,1,0,0,0,-0.316,-0.267,0,0,1,0,1,0,0,0,0
27,18,7,1,3,2, ,0.686, ,1,1,0.9747,0.6636,0.355,2.3458,0.686,7.857,0,11.5973,0.292437548,0.677485277,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,1
27,18,7,1,4,2,0.686,0.683,0.409,3,0,0.9747,0.6636,0.355,1.9908,1.778,7.857,0,11.5973,0.893108298,0.677485277,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
27,18,7,1,5,2,0.681,0.631,0.361,3,0,0.9747,0.6636,0.355,1.9908,1.673,7.857,0,11.5973,0.840365682,0.677485277,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,19,6,1,1,1,0.663,0.508,0.586,2,0,0.9747,0.6636,0.355,2.9241,1.757,9.025,0,11.2423,0.600868643,0.802771675,0,0,0,0,0,-0.632,0.535,0,0,1,0,1,0,0,0,0
27,19,6,1,2,2,0.686,0.682,0.583,1,1,0.9747,0.6636,0.355,2.3458,1.951,9.025,0,11.2423,0.831699207,0.802771675,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,1
27,19,6,1,3,2,0.683,0.62,0.455,3,0,0.9747,0.6636,0.355,1.9908,1.758,9.025,0,11.2423,0.883062086,0.802771675,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
27,19,6,0,4,2,0.714,0.686,0.487,3,0,0.9747,0.6636,0.355,1.9908,1.887,9.025,0,11.2423,0.947860157,0.802771675,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
27,19,6,0,5,2,0.758,0.504,0.41,3,0,0.9747,0.6636,0.355,1.9908,1.672,9.025,0,11.2423,0.839863372,0.802771675,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,20,9,0,1,2,0.696,0.683,0.595,3,0,0.9747,0.6636,0.355,1.9908,1.974,8.33,0,11.5973,0.991561181,0.718270632,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
27,20,9,0,2,2,0.651,0.61,0.366,3,0,0.9747,0.6636,0.355,1.9908,1.627,8.33,0,11.5973,0.817259393,0.718270632,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,0
27,20,9,0,3,2,0.702,0.64,0.33,3,0,0.9747,0.6636,0.355,1.9908,1.672,8.33,0,11.5973,0.839863372,0.718270632,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,1,0
27,20,9,0,4,1,0.923,0.629,0.513,2,1,0.9747,0.6636,0.355,3.2791,2.065,8.33,0,11.5973,0.629745967,0.718270632,0,0,0,1,0,0.316,-0.267,0,0,1,0,1,0,0,0,0
27,20,9,1,5,2, ,0.529,0.463,1,1,0.9747,0.6636,0.355,2.3458,0.992,8.33,0,11.5973,0.422883451,0.718270632,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,1
27,21,5,1,1,1,0.714,0.637,0.56,2,0,0.9747,0.6636,0.355,2.9241,1.911,8.269,0,14.0422,0.653534421,0.588867841,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
27,21,5,0,2,1,0.642,0.565,0.565,4,0,0.9747,0.6636,0.355,2.9241,1.772,8.269,0,14.0422,0.605998427,0.588867841,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,0,0,0,0
27,21,5,0,3,1,0.609,0.609,0.553,4,0,0.9747,0.6636,0.355,2.9241,1.771,8.269,0,14.0422,0.605656441,0.588867841,0,0,1,0,0,0,-0.535,1,1,0,0,0,0,0,0,0
27,21,5,1,4,1,0.712,0.558,0.481,4,0,0.9747,0.6636,0.355,2.9241,1.751,8.269,0,14.0422,0.59881673,0.588867841,0,0,0,1,0,0.316,-0.267,1,1,0,0,0,1,0,0,0
27,21,5,1,5,2,0.477,0.587, ,1,1,0.9747,0.6636,0.355,2.3458,1.064,8.269,0,14.0422,0.453576605,0.588867841,0,0,0,0,1,0.632,0.535,1,1,0,1,0,0,0,0,0
27,22,7,1,1,2,0.67,0.642,0.486,3,0,0.9747,0.6636,0.355,1.9908,1.798,7.805,0,11.5973,0.903154511,0.673001474,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,1,0
27,22,7,1,2,1,0.915,0.599,0.561,2,1,0.9747,0.6636,0.355,3.2791,2.075,7.805,0,11.5973,0.632795584,0.673001474,0,1,0,0,0,-0.316,-0.267,0,0,1,0,1,0,0,0,0
27,22,7,1,3,2,1.292, , ,1,1,0.9747,0.6636,0.355,2.3458,1.292,7.805,0,11.5973,0.550771592,0.673001474,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,1
27,22,7,1,4,2,0.573, ,0.418,3,0,0.9747,0.6636,0.355,1.9908,0.991,7.805,0,11.5973,0.497789833,0.673001474,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
27,22,7,1,5,2,0.665,0.593,0.391,3,0,0.9747,0.6636,0.355,1.9908,1.649,7.805,0,11.5973,0.828310227,0.673001474,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,23,6,1,1,1,0.792,0.599,0.545,2,0,0.9747,0.6636,0.355,2.9241,1.936,7.852,0,11.2423,0.66208406,0.698433595,0,0,0,0,0,-0.632,0.535,0,0,1,0,1,0,0,0,0
27,23,6,1,2,2,0.683,0.392,0.491,1,1,0.9747,0.6636,0.355,2.3458,1.566,7.852,0,11.2423,0.667576093,0.698433595,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,1
27,23,6,0,3,2,0.813,0.691, ,3,0,0.9747,0.6636,0.355,1.9908,1.504,7.852,0,11.2423,0.755475186,0.698433595,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
27,23,6,0,4,2,0.686,0.653,0.519,3,0,0.9747,0.6636,0.355,1.9908,1.858,7.852,0,11.2423,0.933293148,0.698433595,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
27,23,6,1,5,2, ,0.601,0.387,3,0,0.9747,0.6636,0.355,1.9908,0.988,7.852,0,11.2423,0.496282901,0.698433595,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,24,12,1,1,2,0.68,0.513,0.437,3,0,0.9747,0.6636,0.355,1.9908,1.63,8.072,0,9.954,0.818766325,0.810930279,0,0,0,0,0,-0.632,0.535,0,0,0,0,0,0,0,0,0
27,24,12,0,2,2,0.684,0.509,0.36,3,0,0.9747,0.6636,0.355,1.9908,1.553,8.072,0,9.954,0.780088407,0.810930279,0,1,0,0,0,-0.316,-0.267,0,0,0,0,0,0,0,0,0
27,24,12,0,3,2,0.686,0.46,0.378,3,0,0.9747,0.6636,0.355,1.9908,1.524,8.072,0,9.954,0.765521398,0.810930279,0,0,1,0,0,0,-0.535,0,0,0,0,0,0,0,0,0
27,24,12,0,4,2,0.684,0.601,0.587,3,0,0.9747,0.6636,0.355,1.9908,1.872,8.072,0,9.954,0.940325497,0.810930279,0,0,0,1,0,0.316,-0.267,0,0,0,0,0,0,0,0,0
27,24,12,0,5,2,0.583,0.467,0.443,3,0,0.9747,0.6636,0.355,1.9908,1.493,8.072,0,9.954,0.749949769,0.810930279,0,0,0,0,1,0.632,0.535,0,0,0,0,0,0,0,0,0
27,25,11,1,1,1,0.841,0.61,0.61,2,0,0.9747,0.6636,0.355,2.9241,2.061,9.738,0,14.6205,0.704832256,0.666051093,0,0,0,0,0,-0.632,0.535,1,0,0,0,0,0,0,0,0
27,25,11,1,2,1,0.911,0.564,0.564,4,0,0.9747,0.6636,0.355,2.9241,2.039,9.738,0,14.6205,0.697308574,0.666051093,0,1,0,0,0,-0.316,-0.267,1,0,0,0,0,0,0,0,0
27,25,11,1,3,1,0.608,0.647,0.609,4,0,0.9747,0.6636,0.355,2.9241,1.864,9.738,0,14.6205,0.637461099,0.666051093,0,0,1,0,0,0,-0.535,1,0,0,0,0,0,0,0,0
27,25,11,1,4,1,0.73,0.692,0.577,4,0,0.9747,0.6636,0.355,2.9241,1.999,9.738,0,14.6205,0.683629151,0.666051093,0,0,0,1,0,0.316,-0.267,1,0,0,0,0,0,0,0,0
27,25,11,1,5,1,0.643,0.566,0.566,4,0,0.9747,0.6636,0.355,2.9241,1.775,9.738,0,14.6205,0.607024384,0.666051093,0,0,0,0,1,0.632,0.535,1,0,0,0,0,0,0,0,0
27,26,6,1,1,1,0.792,0.56,0.522,4,0,0.9747,0.6636,0.355,2.9241,1.874,7.52,0,11.2423,0.640880955,0.668902271,0,0,0,0,0,-0.632,0.535,0,0,1,0,1,0,0,0,0
27,26,6,1,2,2, ,0.633, ,1,1,0.9747,0.6636,0.355,2.3458,0.633,7.52,0,11.2423,0.269843976,0.668902271,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,1
27,26,6,1,3,2,0.673,0.688,0.576,3,0,0.9747,0.6636,0.355,1.9908,1.937,7.52,0,11.2423,0.972975688,0.668902271,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
27,26,6,1,4,2,0.668,0.556,0.396,3,0,0.9747,0.6636,0.355,1.9908,1.62,7.52,0,11.2423,0.813743219,0.668902271,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
27,26,6,1,5,2,0.636,0.455,0.365,3,0,0.9747,0.6636,0.355,1.9908,1.456,7.52,0,11.2423,0.731364276,0.668902271,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,27,11,1,1,1,0.736,0.505,0.582,2,0,0.9747,0.6636,0.355,2.9241,1.823,9.117,0,14.6205,0.623439691,0.623576485,0,0,0,0,0,-0.632,0.535,1,0,0,0,0,0,0,0,0
27,27,11,1,2,1,0.742,0.51,0.627,4,0,0.9747,0.6636,0.355,2.9241,1.879,9.117,0,14.6205,0.642590883,0.623576485,0,1,0,0,0,-0.316,-0.267,1,0,0,0,0,0,0,0,0
27,27,11,1,3,1,0.67,0.554,0.555,4,0,0.9747,0.6636,0.355,2.9241,1.779,9.117,0,14.6205,0.608392326,0.623576485,0,0,1,0,0,0,-0.535,1,0,0,0,0,0,0,0,0
27,27,11,1,4,1,0.676,0.56,0.521,4,0,0.9747,0.6636,0.355,2.9241,1.757,9.117,0,14.6205,0.600868643,0.623576485,0,0,0,1,0,0.316,-0.267,1,0,0,0,0,0,0,0,0
27,27,11,1,5,1,0.665,0.665,0.549,4,0,0.9747,0.6636,0.355,2.9241,1.879,9.117,0,14.6205,0.642590883,0.623576485,0,0,0,0,1,0.632,0.535,1,0,0,0,0,0,0,0,0
27,28,9,1,1,2,0.705,0.666,0.459,1,0,0.9747,0.6636,0.355,1.9908,1.83,8.63,0,11.5973,0.919228451,0.744138722,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,0,0
27,28,9,1,2,2,0.649,0.567,0.586,3,0,0.9747,0.6636,0.355,1.9908,1.802,8.63,0,11.5973,0.905163753,0.744138722,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,0
27,28,9,0,3,2,0.665,0.577,0.549,3,0,0.9747,0.6636,0.355,1.9908,1.791,8.63,0,11.5973,0.899638336,0.744138722,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,1,0
27,28,9,0,4,1,0.861,0.97,0.507,2,1,0.9747,0.6636,0.355,3.2791,2.338,8.63,0,11.5973,0.713000518,0.744138722,0,0,0,1,0,0.316,-0.267,0,0,1,0,1,0,0,0,0
27,28,9,0,5,2,0.51,0.359, ,1,1,0.9747,0.6636,0.355,2.3458,0.869,8.63,0,11.5973,0.370449314,0.744138722,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,1
27,29,7,1,1,2,0.667,0.548,0.401,3,0,0.9747,0.6636,0.355,1.9908,1.616,9.364,0,11.5973,0.811733976,0.807429315,0,0,0,0,0,-0.632,0.535,0,0,1,0,0,0,0,1,0
27,29,7,0,2,1,0.975,0.975,0.028,2,1,0.9747,0.6636,0.355,3.2791,1.978,9.364,0,11.5973,0.603214297,0.807429315,0,1,0,0,0,-0.316,-0.267,0,0,1,0,1,0,0,0,0
27,29,7,0,3,2,1.166,1.156, ,1,1,0.9747,0.6636,0.355,2.3458,2.322,9.364,0,11.5973,0.989854208,0.807429315,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,1
27,29,7,1,4,2,0.857,0.721, ,3,0,0.9747,0.6636,0.355,1.9908,1.578,9.364,0,11.5973,0.792646172,0.807429315,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
27,29,7,0,5,2,0.723,0.59,0.557,3,0,0.9747,0.6636,0.355,1.9908,1.87,9.364,0,11.5973,0.939320876,0.807429315,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,30,6,1,1,1,0.831,0.909,0.561,2,0,0.9747,0.6636,0.355,2.9241,2.301,8.959,0,11.2423,0.786908792,0.79690099,0,0,0,0,0,-0.632,0.535,0,0,1,0,1,0,0,0,0
27,30,6,1,2,2,1.123,0.523, ,1,1,0.9747,0.6636,0.355,2.3458,1.646,8.959,0,11.2423,0.701679598,0.79690099,0,1,0,0,0,-0.316,-0.267,0,0,1,0,0,0,0,0,1
27,30,6,1,3,2,0.605,0.554,0.419,3,0,0.9747,0.6636,0.355,1.9908,1.578,8.959,0,11.2423,0.792646172,0.79690099,0,0,1,0,0,0,-0.535,0,0,1,0,0,0,0,0,0
27,30,6,1,4,2,0.721,0.784, ,3,0,0.9747,0.6636,0.355,1.9908,1.505,8.959,0,11.2423,0.755977496,0.79690099,0,0,0,1,0,0.316,-0.267,0,0,1,0,0,0,0,0,0
27,30,6,1,5,2,0.667,0.664,0.598,3,0,0.9747,0.6636,0.355,1.9908,1.929,8.959,0,11.2423,0.968957203,0.79690099,0,0,0,0,1,0.632,0.535,0,0,1,0,0,0,0,0,0
27,31,11,1,1,1,0.947,0.638,0.638,2,0,0.9747,0.6636,0.355,2.9241,2.223,10.502,0,14.6205,0.760233918,0.718306487,0,0,0,0,0,-0.632,0.535,1,0,0,0,0,0,0,0,0
27,31,11,0,2,1,0.665,0.626,0.587,4,0,0.9747,0.6636,0.355,2.9241,1.878,10.502,0,14.6205,0.642248897,0.718306487,0,1,0,0,0,-0.316,-0.267,1,0,0,0,0,0,0,0,0
27,31,11,1,3,1,0.925,0.809,0.694,4,0,0.9747,0.6636,0.355,2.9241,2.428,10.502,0,14.6205,0.83034096,0.718306487,0,0,1,0,0,0,-0.535,1,0,0,0,0,0,0,0,0
27,31,11,0,4,1,0.892,0.622,0.584,4,0,0.9747,0.6636,0.355,2.9241,2.098,10.502,0,14.6205,0.717485722,0.718306487,0,0,0,1,0,0.316,-0.267,1,0,0,0,0,0,0,0,0
27,31,11,1,5,1,0.65,0.651,0.574,4,0,0.9747,0.6636,0.355,2.9241,1.875,10.502,0,14.6205,0.64122294,0.718306487,0,0,0,0,1,0.632,0.535,1,0,0,0,0,0,0,0,0
27,32,3,1,1,1,0.831,0.677,0.523,4,0,0.9747,0.6636,0.355,2.9241,2.031,9.612,0,14.3972,0.694572689,0.667629817,0,0,0,0,0,-0.632,0.535,1,1,0,0,0,0,0,0,0
27,32,3,1,2,1,0.682,0.549,0.627,4,0,0.9747,0.6636,0.355,2.9241,1.858,9.612,0,14.3972,0.635409186,0.667629817,0,1,0,0,0,-0.316,-0.267,1,1,0,0,0,1,0,0,0
