1	3	1	1	1	1	1	1
1	13	1	1	1	1	1	1
1	19	1	1	1	1	1	1
1	33	1	1	1	1	1	1
1	1	2	1	1	1	1	1
1	4	2	1	1	1	1	1
1	7	2	1	1	1	1	1
1	35	2	0	0	0	1	1
1	9	3	1	1	1	1	1
1	27	3	0	0	0	0	1
1	31	3	1	0	0	1	1
1	44	3	1	1	1	1	1
1	6	4	1	1	1	1	1
1	11	4	0	0	1	0	1
1	21	4	1	1	1	1	1
1	25	4	1	1	1	1	1
1	12	5	1	1	1	1	1
1	23	5	0	0	0	1	1
1	39	5	1	1	1	1	1
1	43	5	1	1	1	0	1
1	16	6	1	1	1	0	0
1	20	6	1	1	1	1	1
1	24	6	1	1	1	1	1
1	40	6	1	1	1	1	0
1	8	7	1	0	0	1	1
1	14	7	1	1	1	1	1
1	41	7	0	1	0	1	0
1	48	7	1	1	1	1	1
1	18	8	1	1	1	1	1
1	28	8	1	1	1	1	1
1	38	8	1	1	1	1	1
1	46	8	1	1	1	1	1
1	15	9	1	1	0	0	1
1	42	9	0	0	0	0	1
1	45	9	1	0	0	0	1
1	47	9	1	1	1	1	1
1	17	10	0	0	1	1	1
1	22	10	1	1	1	1	1
1	26	10	0	0	0	1	1
1	32	10	0	0	1	1	1
1	5	11	1	1	1	1	1
1	29	11	1	1	1	1	1
1	30	11	1	1	1	1	1
1	34	11	0	0	1	1	1
1	2	12	0	0	0	0	1
1	10	12	1	1	1	1	1
1	36	12	1	0	0	0	1
1	37	12	1	0	0	0	1
2	11	1	0	0	1	1	1
2	23	1	1	1	1	1	1
2	28	1	1	1	1	1	1
2	45	1	0	0	1	1	1
2	7	2	0	0	0	1	1
2	19	2	1	1	1	1	0
2	30	2	1	0	0	0	0
2	31	2	0	0	1	0	0
2	1	3	1	1	1	0	1
2	21	3	1	1	1	1	1
2	24	3	1	0	1	1	1
2	46	3	1	0	0	1	1
2	2	4	1	1	0	0	0
2	3	4	1	0	0	1	1
2	17	4	1	1	1	1	1
2	25	4	1	1	0	0	0
2	4	5	1	1	1	1	1
2	14	5	1	1	1	0	0
2	33	5	0	0	0	0	0
2	41	5	1	0	1	1	1
2	12	6	1	0	0	0	0
2	16	6	1	0	0	0	1
2	43	6	1	1	1	0	0
2	48	6	1	1	1	1	0
2	20	7	0	0	0	0	0
2	22	7	1	1	1	0	0
2	26	7	1	1	0	1	1
2	37	7	1	1	1	0	0
2	8	8	0	0	1	0	0
2	15	8	0	0	1	0	0
2	35	8	0	0	0	1	1
2	39	8	0	1	1	0	1
2	5	9	0	0	0	0	1
2	10	9	1	1	1	1	0
2	42	9	0	0	0	1	1
2	44	9	1	0	0	0	1
2	9	10	1	0	0	0	0
2	18	10	1	0	0	0	1
2	32	10	1	1	0	0	0
2	40	10	0	0	1	0	1
2	6	11	1	1	0	1	1
2	13	11	1	1	1	1	1
2	34	11	1	0	0	1	1
2	38	11	1	1	1	1	1
2	27	12	1	1	1	1	0
2	29	12	1	1	0	0	1
2	36	12	0	0	0	0	0
2	47	12	1	0	0	0	1
3	3	1	1	1	0	0	0
3	21	1	0	0	0	1	0
3	28	1	1	0	1	0	0
3	45	1	1	1	1	1	1
3	16	2	0	1	0	0	0
3	29	2	1	0	0	0	0
3	30	2	1	1	1	1	1
3	34	2	1	1	1	0	0
3	1	3	1	1	1	0	0
3	12	3	1	1	1	0	0
3	22	3	1	1	1	1	0
3	33	3	0	0	0	0	0
3	4	4	0	1	1	0	0
3	7	4	1	1	0	0	0
3	23	4	0	0	0	0	0
3	48	4	1	1	1	1	0
3	10	5	1	1	1	0	0
3	20	5	0	0	0	0	1
3	24	5	1	1	1	0	0
3	42	5	0	0	0	0	0
3	5	6	1	1	0	0	0
3	8	6	0	0	0	0	0
3	37	6	0	0	0	0	0
3	44	6	0	0	0	0	1
3	18	7	1	0	0	0	0
3	19	7	1	1	1	1	0
3	26	7	1	1	1	0	1
3	27	7	0	1	0	1	0
3	9	8	1	1	0	1	1
3	11	8	0	0	0	0	1
3	13	8	0	0	0	0	0
3	43	8	0	0	1	0	0
3	15	9	1	1	1	0	0
3	32	9	0	0	0	0	0
3	36	9	1	0	0	1	1
3	46	9	1	0	0	0	0
3	25	10	0	0	0	0	0
3	31	10	1	1	0	0	0
3	40	10	0	0	0	0	0
3	41	10	1	0	0	0	0
3	2	11	1	1	0	1	1
3	14	11	1	1	1	0	0
3	38	11	0	0	0	0	0
3	47	11	1	0	1	0	1
3	6	12	1	0	0	0	0
3	17	12	1	1	1	1	0
3	35	12	0	0	0	0	1
3	39	12	1	0	0	0	0
4	29	1	1	1	1	1	1
4	32	1	1	1	0	1	0
4	43	1	1	1	0	0	1
4	46	1	1	1	1	1	1
4	4	2	1	1	1	1	0
4	33	2	1	0	1	1	0
4	38	2	1	1	0	1	1
4	40	2	1	1	1	1	1
4	7	3	1	1	1	0	0
4	19	3	1	1	0	0	0
4	21	3	1	1	1	1	1
4	24	3	1	1	1	1	1
4	2	4	1	1	1	1	1
4	17	4	1	1	1	0	0
4	30	4	1	0	0	0	0
4	36	4	1	1	1	1	0
4	10	5	1	1	1	1	1
4	23	5	1	1	1	1	1
4	25	5	1	1	1	1	0
4	42	5	1	1	1	1	0
4	14	6	1	0	0	0	0
4	26	6	1	1	0	1	0
4	44	6	1	1	1	0	0
4	45	6	1	1	0	0	0
4	5	7	1	1	1	0	0
4	8	7	1	0	0	0	0
4	41	7	1	1	0	0	0
4	48	7	1	1	1	1	1
4	1	8	1	1	1	0	0
4	9	8	1	1	1	1	1
4	16	8	0	0	1	0	1
4	20	8	1	0	0	0	0
4	12	9	0	1	0	0	1
4	28	9	1	1	0	0	0
4	31	9	1	1	1	1	0
4	47	9	0	0	0	0	0
4	3	10	1	0	1	0	0
4	6	10	1	1	1	0	1
4	13	10	1	1	1	0	1
4	39	10	0	0	0	0	0
4	18	11	1	1	1	0	0
4	27	11	1	1	1	1	0
4	34	11	1	1	0	1	0
4	37	11	1	1	1	0	1
4	11	12	0	1	0	0	0
4	15	12	1	1	1	0	0
4	22	12	1	0	0	0	0
4	35	12	0	0	1	1	1
5	23	1	1	1	1	1	0
5	30	1	1	1	1	1	0
5	36	1	0	1	1	1	1
5	40	1	0	0	0	0	1
5	22	2	1	1	1	1	1
5	27	2	1	0	0	0	0
5	33	2	1	1	1	1	1
5	44	2	1	0	1	1	0
5	9	3	1	1	0	0	1
5	24	3	1	0	0	0	1
5	28	3	1	1	0	0	1
5	32	3	1	1	1	1	1
5	21	4	1	1	1	0	1
5	26	4	1	1	1	1	1
5	42	4	1	1	1	0	0
5	45	4	1	1	1	0	1
5	2	5	1	1	1	0	0
5	25	5	1	1	1	1	0
5	29	5	1	0	0	0	1
5	35	5	1	1	1	1	0
5	15	6	1	1	0	0	1
5	17	6	1	1	0	0	0
5	19	6	1	1	0	0	0
5	41	6	1	1	1	1	1
5	4	7	1	0	0	0	1
5	12	7	1	1	1	1	1
5	38	7	1	0	0	1	0
5	39	7	0	0	0	0	1
5	10	8	0	1	0	0	1
5	16	8	0	0	0	0	1
5	18	8	0	0	0	0	0
5	31	8	0	0	0	0	1
5	1	9	1	0	0	0	0
5	14	9	1	1	1	0	1
5	34	9	1	0	0	1	1
5	48	9	1	1	0	0	0
5	3	10	0	1	1	0	0
5	5	10	1	0	0	0	0
5	13	10	1	1	0	0	0
5	20	10	1	1	0	0	1
5	8	11	1	1	1	1	1
5	43	11	1	1	1	1	0
5	46	11	1	1	0	0	1
5	47	11	1	1	1	1	1
5	6	12	0	1	0	1	0
5	7	12	1	1	1	1	1
5	11	12	1	0	0	0	1
5	37	12	1	1	1	0	1
6	19	1	0	1	0	0	1
6	21	1	1	0	0	0	0
6	27	1	1	0	0	0	1
6	39	1	0	0	0	0	0
6	4	2	0	0	0	0	0
6	8	2	1	1	1	1	1
6	23	2	0	0	0	0	0
6	24	2	0	0	0	0	0
6	20	3	0	0	0	0	0
6	25	3	0	1	0	0	0
6	28	3	0	0	0	0	1
6	32	3	1	1	0	1	0
6	31	4	0	1	0	0	1
6	37	4	0	0	0	0	1
6	43	4	0	0	0	0	0
6	47	4	0	0	0	0	1
6	30	5	0	1	0	0	0
6	36	5	0	0	0	0	0
6	40	5	1	1	0	0	0
6	45	5	0	0	0	0	1
6	12	6	1	1	0	0	0
6	29	6	1	0	0	0	0
6	35	6	0	0	0	0	0
6	42	6	0	0	1	0	1
6	5	7	1	1	0	0	0
6	10	7	1	1	1	1	1
6	15	7	1	1	0	1	0
6	44	7	0	0	0	0	0
6	7	8	0	0	0	0	0
6	33	8	0	0	0	0	0
6	41	8	0	0	0	0	0
6	46	8	0	0	0	0	0
6	1	9	1	1	0	0	1
6	2	9	0	0	0	0	0
6	18	9	0	0	0	1	1
6	34	9	0	0	0	0	0
6	11	10	0	0	0	0	0
6	14	10	0	0	0	0	1
6	26	10	0	0	0	1	1
6	38	10	0	0	0	1	0
6	9	11	1	0	0	0	0
6	16	11	1	1	0	1	1
6	22	11	0	0	0	0	1
6	48	11	0	0	0	0	0
6	3	12	0	1	0	0	0
6	6	12	0	0	0	0	0
6	13	12	0	0	1	1	0
6	17	12	0	0	0	0	1
7	16	1	0	0	0	0	0
7	30	1	1	1	0	0	0
7	33	1	1	1	1	1	1
7	35	1	1	1	1	0	0
7	27	2	1	1	1	0	0
7	36	2	0	0	0	0	1
7	37	2	0	0	0	1	0
7	42	2	0	0	0	0	1
7	6	3	1	0	0	0	0
7	10	3	1	0	0	0	0
7	17	3	1	0	1	0	0
7	48	3	1	1	1	1	1
7	4	4	1	1	0	0	0
7	22	4	1	1	0	0	0
7	26	4	1	1	1	0	1
7	40	4	1	1	1	0	1
7	3	5	1	1	0	0	1
7	7	5	1	1	1	1	1
7	9	5	0	0	1	0	1
7	38	5	1	1	1	1	1
7	5	6	1	1	1	0	0
7	12	6	1	1	0	0	0
7	29	6	1	1	0	0	0
7	43	6	1	1	1	0	0
7	14	7	1	1	1	1	1
7	34	7	1	1	0	0	0
7	41	7	0	0	0	0	0
7	45	7	0	0	0	0	0
7	1	8	1	1	1	1	1
7	8	8	1	1	0	0	0
7	18	8	1	0	0	0	0
7	25	8	1	1	0	0	1
7	2	9	1	0	0	0	0
7	11	9	0	0	0	0	0
7	15	9	0	0	0	0	0
7	47	9	1	1	1	1	1
7	13	10	0	0	0	0	1
7	24	10	1	0	1	0	0
7	31	10	0	0	0	0	0
7	32	10	1	0	0	0	0
7	19	11	1	0	0	1	0
7	20	11	1	0	0	0	0
7	44	11	1	1	1	0	0
7	46	11	1	1	1	1	0
7	21	12	0	0	0	0	1
7	23	12	1	1	0	1	0
7	28	12	0	1	0	0	0
7	39	12	0	0	0	0	1
8	11	1	1	1	1	1	1
8	18	1	1	1	1	1	1
8	27	1	1	1	1	1	1
8	33	1	1	1	1	1	1
8	22	2	1	1	1	0	0
8	42	2	1	1	1	1	0
8	44	2	1	1	1	1	1
8	48	2	1	1	1	1	1
8	14	3	1	1	1	1	1
8	21	3	1	1	1	1	1
8	26	3	1	1	1	0	0
8	32	3	1	1	1	1	1
8	2	4	1	0	0	1	1
8	7	4	1	1	1	1	1
8	20	4	1	1	1	1	1
8	43	4	1	1	1	1	1
8	15	5	1	1	1	1	1
8	19	5	1	1	1	1	1
8	24	5	1	1	0	0	0
8	41	5	1	1	1	1	1
8	6	6	1	1	1	1	1
8	13	6	1	1	1	1	1
8	36	6	1	1	1	1	1
8	37	6	1	1	1	1	1
8	3	7	0	1	0	1	1
8	4	7	1	1	1	1	1
8	5	7	0	0	1	0	1
8	10	7	0	0	0	1	1
8	1	8	1	1	1	1	1
8	30	8	1	1	1	1	1
8	35	8	1	1	0	0	1
8	47	8	1	1	0	1	1
8	8	9	1	1	1	1	1
8	28	9	1	1	1	1	1
8	38	9	1	1	0	0	0
8	45	9	1	1	1	1	1
8	9	10	1	1	1	1	1
8	12	10	1	1	1	1	1
8	16	10	1	1	1	1	1
8	23	10	1	0	0	1	1
8	25	11	1	1	1	1	1
8	34	11	1	1	1	1	1
8	39	11	1	1	1	1	1
8	40	11	1	1	1	1	1
8	17	12	1	1	1	1	1
8	29	12	1	1	1	1	1
8	31	12	0	0	1	1	1
8	46	12	1	1	1	0	0
9	4	1	0	0	1	0	1
9	7	1	1	1	0	0	0
9	34	1	0	0	1	1	1
9	44	1	0	0	0	0	0
9	36	2	1	1	0	0	1
9	45	2	1	1	1	1	1
9	46	2	1	1	1	1	1
9	48	2	1	1	1	1	1
9	3	3	1	1	1	1	1
9	9	3	1	1	1	1	1
9	18	3	1	1	0	0	1
9	30	3	1	1	1	0	1
9	8	4	1	1	0	0	0
9	15	4	1	1	0	0	0
9	19	4	1	0	0	1	1
9	37	4	1	1	0	1	1
9	1	5	1	1	1	1	1
9	24	5	1	1	1	1	1
9	31	5	1	1	0	0	0
9	40	5	1	1	1	1	1
9	27	6	0	1	0	0	1
9	32	6	1	0	0	0	0
9	39	6	1	0	0	0	0
9	41	6	1	1	0	0	1
